,Country,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016
148,Papua New Guinea,2527586 ,2592628 ,2659851 ,2729580 ,2802243 ,2878156 ,2957339 ,3039660 ,3125034 ,3213360 ,3304473 ,3398469 ,3495199 ,3594004 ,3694041 ,3794720 ,3895852 ,3997702 ,4100729 ,4205654 ,4313059 ,4423007 ,4535520 ,4651169 ,4770606 ,4894276 ,5022437 ,5154910 ,5291178 ,5430479 ,5572222 ,5716152 ,5862316 ,6010724 ,6161517 ,6314709 ,6470272 ,6627922 ,6787187 ,6947447 ,7108239 ,7269348 ,7430836 ,7592865 ,7755785 ,7919825 ,8084991 
149,Paraguay,2474106 ,2535359 ,2596739 ,2659088 ,2723523 ,2790962 ,2861581 ,2935375 ,3012829 ,3094482 ,3180630 ,3271456 ,3366719 ,3465793 ,3567752 ,3671826 ,3777763 ,3885436 ,3994331 ,4103911 ,4213742 ,4323410 ,4432736 ,4541902 ,4651225 ,4760850 ,4870694 ,4980344 ,5089310 ,5196937 ,5302700 ,5406624 ,5508611 ,5607950 ,5703740 ,5795494 ,5882796 ,5966159 ,6047117 ,6127837 ,6209877 ,6293783 ,6379219 ,6465740 ,6552584 ,6639119 ,6725308 
150,Peru,13341069 ,13704335 ,14072476 ,14447648 ,14832841 ,15229947 ,15639901 ,16061323 ,16491083 ,16924753 ,17359120 ,17792549 ,18225730 ,18660439 ,19099584 ,19544956 ,19996253 ,20451710 ,20909895 ,21368859 ,21826658 ,22283128 ,22737056 ,23184228 ,23619356 ,24038760 ,24441074 ,24827406 ,25199748 ,25561299 ,25914879 ,26261363 ,26601467 ,26937738 ,27273194 ,27610410 ,27949944 ,28292724 ,28641980 ,29001507 ,29373646 ,29759989 ,30158966 ,30565716 ,30973354 ,31376671 ,31773839 
151,Philippines,35804729 ,36851055 ,37925400 ,39026082 ,40149961 ,41295124 ,42461193 ,43650333 ,44866273 ,46113995 ,47396968 ,48715592 ,50068493 ,51455033 ,52873974 ,54323648 ,55804072 ,57313311 ,58845205 ,60391867 ,61947348 ,63508459 ,65075486 ,66650247 ,68236230 ,69835715 ,71446107 ,73064764 ,74693695 ,76335812 ,77991569 ,79665315 ,81352060 ,83031954 ,84678493 ,86274237 ,87809419 ,89293490 ,90751864 ,92220879 ,93726624 ,95277940 ,96866642 ,98481032 ,100102249 ,101716359 ,103320222 
152,Poland,32635557 ,32886596 ,33143187 ,33407619 ,33681720 ,33966572 ,34261866 ,34566894 ,34881380 ,35204730 ,35535108 ,35873731 ,36216709 ,36550846 ,36858895 ,37128717 ,37354265 ,37538975 ,37691897 ,37827018 ,37954553 ,38077213 ,38191777 ,38295474 ,38383516 ,38452632 ,38503607 ,38538730 ,38558054 ,38561694 ,38550495 ,38524005 ,38484472 ,38438826 ,38396066 ,38362666 ,38341036 ,38329585 ,38325689 ,38324870 ,38323402 ,38320947 ,38317404 ,38309451 ,38293060 ,38265226 ,38224410 
153,Portugal,8701855 ,8750506 ,8839796 ,8958962 ,9091400 ,9224059 ,9354494 ,9483629 ,9605593 ,9714160 ,9804851 ,9875257 ,9925729 ,9958417 ,9977168 ,9985575 ,9983221 ,9971233 ,9956672 ,9948574 ,9953327 ,9974195 ,10009576 ,10054996 ,10103443 ,10149735 ,10192394 ,10232884 ,10272286 ,10312611 ,10355117 ,10399312 ,10443668 ,10487113 ,10528268 ,10565723 ,10599951 ,10630120 ,10652099 ,10660616 ,10652321 ,10625330 ,10581821 ,10527674 ,10471168 ,10418473 ,10371627 
154,Puerto Rico,2709841 ,2745971 ,2787348 ,2833134 ,2881750 ,2931886 ,2983584 ,3036746 ,3089760 ,3140564 ,3187671 ,3230470 ,3269253 ,3304682 ,3337859 ,3369679 ,3400020 ,3428826 ,3457213 ,3486630 ,3517975 ,3551587 ,3586880 ,3622706 ,3657412 ,3689641 ,3719324 ,3746359 ,3769336 ,3786575 ,3796977 ,3799907 ,3796028 ,3787268 ,3776359 ,3765399 ,3755113 ,3745258 ,3735788 ,3726331 ,3716693 ,3706984 ,3697576 ,3688723 ,3680715 ,3673728 ,3667903 
155,Qatar,109514 ,119424 ,130534 ,142241 ,153704 ,164413 ,173836 ,182443 ,192093 ,205313 ,223775 ,248144 ,277396 ,309479 ,341455 ,371081 ,397932 ,422341 ,443794 ,461870 ,476445 ,487491 ,495517 ,501566 ,507095 ,513455 ,522304 ,534608 ,550430 ,569447 ,592267 ,616886 ,645659 ,688586 ,758855 ,864863 ,1010382 ,1189633 ,1389342 ,1590780 ,1779676 ,1952054 ,2109568 ,2250473 ,2374419 ,2481539 ,2569804 
156,South Korea,32209314 ,32863704 ,33518385 ,34164544 ,34789935 ,35386507 ,35948932 ,36481585 ,36997800 ,37516487 ,38050424 ,38606821 ,39179545 ,39752024 ,40300401 ,40808569 ,41269319 ,41690833 ,42091026 ,42495728 ,42923131 ,43378101 ,43853448 ,44340558 ,44825885 ,45298611 ,45757361 ,46202604 ,46627442 ,47023880 ,47386312 ,47712788 ,48004786 ,48265026 ,48498083 ,48708497 ,48895845 ,49062429 ,49218985 ,49379208 ,49552855 ,49744659 ,49952244 ,50169242 ,50385560 ,50593662 ,50791919 
157,Moldova,3594518 ,3645518 ,3697152 ,3747927 ,3795653 ,3838910 ,3876947 ,3910644 ,3942140 ,3974506 ,4009838 ,4048617 ,4089856 ,4132446 ,4174624 ,4214916 ,4253165 ,4289100 ,4320929 ,4346453 ,4364116 ,4373578 ,4375313 ,4369649 ,4357283 ,4339082 ,4314700 ,4284931 ,4253284 ,4224273 ,4201089 ,4185505 ,4176616 ,4171646 ,4166337 ,4157699 ,4144730 ,4128649 ,4111440 ,4096040 ,4084481 ,4077368 ,4073703 ,4071964 ,4069939 ,4065980 ,4059608 
158,Romania,20548911 ,20783748 ,21011704 ,21233466 ,21451125 ,21665643 ,21877402 ,22083774 ,22279304 ,22456945 ,22611971 ,22739817 ,22842317 ,22928925 ,23013161 ,23103646 ,23205286 ,23312071 ,23408422 ,23472581 ,23489373 ,23454213 ,23373358 ,23255995 ,23116175 ,22965111 ,22804165 ,22632805 ,22458077 ,22288057 ,22128128 ,21984135 ,21854676 ,21728919 ,21591164 ,21431018 ,21243922 ,21036111 ,20821084 ,20617955 ,20440347 ,20292967 ,20171255 ,20068201 ,19972736 ,19876621 ,19778083 
159,Russia,130123431 ,130805201 ,131514099 ,132250780 ,133008905 ,133784384 ,134580091 ,135402802 ,136255397 ,137140562 ,138058710 ,139002314 ,139964753 ,140946861 ,141950629 ,142971168 ,144011513 ,145051663 ,146035578 ,146890544 ,147564066 ,148035898 ,148318025 ,148431373 ,148411855 ,148288839 ,148073924 ,147768371 ,147381001 ,146919737 ,146396514 ,145814864 ,145194882 ,144584695 ,144044607 ,143618185 ,143322933 ,143150142 ,143083187 ,143092765 ,143153869 ,143263988 ,143420597 ,143597230 ,143761378 ,143888004 ,143964513 
160,Rwanda,3754541 ,3868337 ,3983700 ,4102321 ,4226799 ,4359092 ,4499509 ,4647615 ,4803725 ,4968074 ,5140716 ,5315032 ,5489322 ,5673614 ,5881906 ,6120107 ,6407672 ,6732131 ,7030179 ,7216028 ,7235798 ,7051759 ,6701851 ,6299909 ,6005095 ,5928078 ,6115168 ,6522382 ,7059813 ,7593239 ,8025703 ,8329406 ,8536205 ,8680346 ,8818438 ,8991735 ,9206580 ,9447402 ,9708169 ,9977446 ,10246842 ,10516071 ,10788853 ,11065151 ,11345357 ,11629553 ,11917508 
161,Saint Kitts and Nevis,44885 ,44495 ,44326 ,44316 ,44331 ,44276 ,44148 ,43942 ,43703 ,43457 ,43210 ,42976 ,42762 ,42542 ,42294 ,42013 ,41697 ,41351 ,41047 ,40852 ,40834 ,41013 ,41361 ,41846 ,42373 ,42891 ,43373 ,43846 ,44317 ,44824 ,45374 ,45990 ,46641 ,47306 ,47971 ,48611 ,49210 ,49783 ,50332 ,50886 ,51445 ,52006 ,52591 ,53169 ,53739 ,54288 ,54821 
162,Saint Lucia,104160 ,105390 ,106455 ,107466 ,108532 ,109769 ,111208 ,112831 ,114546 ,116290 ,117987 ,119594 ,121154 ,122740 ,124468 ,126418 ,128619 ,131034 ,133533 ,135956 ,138185 ,140156 ,141925 ,143565 ,145247 ,147044 ,149004 ,151086 ,153183 ,155172 ,156949 ,158464 ,159763 ,160973 ,162251 ,163714 ,165407 ,167288 ,169220 ,171022 ,172580 ,173832 ,174835 ,175660 ,176421 ,177206 ,178015 
163,Samoa,143176 ,145439 ,147321 ,148889 ,150221 ,151387 ,152390 ,153247 ,154007 ,154760 ,155557 ,156428 ,157403 ,158384 ,159283 ,160031 ,160592 ,161015 ,161421 ,161998 ,162866 ,164076 ,165570 ,167207 ,168788 ,170157 ,171283 ,172198 ,172981 ,173755 ,174610 ,175566 ,176582 ,177662 ,178781 ,179929 ,181094 ,182286 ,183526 ,184826 ,186205 ,187665 ,189194 ,190757 ,192290 ,193759 ,195125 
164,San Marino,19138 ,19303 ,19398 ,19466 ,19562 ,19735 ,19980 ,20296 ,20660 ,21030 ,21361 ,21666 ,21943 ,22210 ,22455 ,22708 ,22961 ,23210 ,23466 ,23740 ,24043 ,24386 ,24749 ,25141 ,25516 ,25877 ,26209 ,26508 ,26799 ,27096 ,27418 ,27762 ,28121 ,28494 ,28866 ,29240 ,29614 ,29977 ,30351 ,30723 ,31110 ,31504 ,31914 ,32303 ,32657 ,32960 ,33203 
165,Sao Tome and Principe,74253 ,75988 ,77537 ,79022 ,80670 ,82607 ,84885 ,87434 ,90089 ,92649 ,94949 ,96950 ,98706 ,100318 ,101915 ,103634 ,105474 ,107415 ,109470 ,111627 ,113893 ,116294 ,118816 ,121407 ,123973 ,126454 ,128821 ,131107 ,133418 ,135886 ,138606 ,141622 ,144889 ,148372 ,151969 ,155630 ,159328 ,163101 ,166913 ,170813 ,174776 ,178800 ,182889 ,187045 ,191266 ,195553 ,199910 
166,Saudi Arabia,5836389 ,6100994 ,6393894 ,6714095 ,7059334 ,7428703 ,7818613 ,8231604 ,8679840 ,9179621 ,9740599 ,10366661 ,11048080 ,11763837 ,12484967 ,13189115 ,13869012 ,14525660 ,15155223 ,15755944 ,16326815 ,16867829 ,17378833 ,17859750 ,18311090 ,18735841 ,19131578 ,19505576 ,19882458 ,20294406 ,20764312 ,21303592 ,21906308 ,22556425 ,23228890 ,23905654 ,24578301 ,25252569 ,25940770 ,26661492 ,27425676 ,28238020 ,29086357 ,29944476 ,30776722 ,31557144 ,32275687 
167,Senegal,4257505 ,4388458 ,4525114 ,4664444 ,4802348 ,4936209 ,5064674 ,5189539 ,5315265 ,5448110 ,5592646 ,5750338 ,5920059 ,6100495 ,6289327 ,6484738 ,6686159 ,6893896 ,7107976 ,7328600 ,7555617 ,7789653 ,8029725 ,8272170 ,8512173 ,8746606 ,8974077 ,9196528 ,9418393 ,9645957 ,9884052 ,10134497 ,10396861 ,10670990 ,10955944 ,11251266 ,11556763 ,11873557 ,12203957 ,12550917 ,12916229 ,13300910 ,13703513 ,14120320 ,14546111 ,14976994 ,15411614 
168,Serbia,8119860 ,8187991 ,8260625 ,8337076 ,8416250 ,8497170 ,8579630 ,8663325 ,8746980 ,8829036 ,8908293 ,8984594 ,9057978 ,9127677 ,9192920 ,9253405 ,9306347 ,9352150 ,9397313 ,9450770 ,9517674 ,9602941 ,9701331 ,9795554 ,9861877 ,9884147 ,9855506 ,9783393 ,9683612 ,7540401 ,7516346 ,7503433 ,7500031 ,7480591 ,7463157 ,7440769 ,7411569 ,7381579 ,7350222 ,7320807 ,7291436 ,7236519 ,7201497 ,7166552 ,7131787 ,7095383 ,7058322 
169,Seychelles,52365 ,53707 ,55127 ,56606 ,58097 ,59590 ,61061 ,62500 ,63878 ,65153 ,66294 ,67298 ,68168 ,68909 ,69459 ,69836 ,70004 ,70014 ,69990 ,70144 ,70624 ,71500 ,72712 ,74114 ,75491 ,76703 ,77675 ,78459 ,79188 ,80051 ,81151 ,82567 ,84203 ,85910 ,87484 ,88744 ,89659 ,90281 ,90686 ,91034 ,91405 ,91834 ,92285 ,92765 ,93254 ,93742 ,94228 
170,Sierra Leone,2692259 ,2745779 ,2803031 ,2863739 ,2927468 ,2993876 ,3062956 ,3134800 ,3209263 ,3286179 ,3365441 ,3445277 ,3525399 ,3608751 ,3699467 ,3799550 ,3912438 ,4034668 ,4152984 ,4249468 ,4312246 ,4337239 ,4331332 ,4307299 ,4283621 ,4274819 ,4282350 ,4305455 ,4353646 ,4437803 ,4564297 ,4739147 ,4957216 ,5199549 ,5439695 ,5658379 ,5848692 ,6015417 ,6165372 ,6310260 ,6458720 ,6611692 ,6766103 ,6922079 ,7079162 ,7237025 ,7396190 
171,Singapore,2072290 ,2110975 ,2150524 ,2189635 ,2226404 ,2259748 ,2288888 ,2315015 ,2341429 ,2372615 ,2411700 ,2460387 ,2517579 ,2580261 ,2643951 ,2705535 ,2763589 ,2819601 ,2876892 ,2940264 ,3012953 ,3096570 ,3189433 ,3287588 ,3385350 ,3478779 ,3566133 ,3649135 ,3731440 ,3818462 ,3913960 ,4018779 ,4131208 ,4249295 ,4370040 ,4491042 ,4611901 ,4732528 ,4851109 ,4965518 ,5074252 ,5176017 ,5270958 ,5360837 ,5448342 ,5535262 ,5622455 
172,Sint Maarten (Dutch part),6864 ,7375 ,7896 ,8428 ,8975 ,9557 ,10161 ,10797 ,11481 ,12249 ,13096 ,14019 ,15002 ,16120 ,17452 ,19028 ,20898 ,23007 ,25155 ,27060 ,28549 ,29534 ,30090 ,30339 ,30471 ,30633 ,30853 ,31110 ,31374 ,31615 ,31819 ,32000 ,32182 ,32346 ,32464 ,32531 ,32517 ,32439 ,32437 ,32632 ,33124 ,33976 ,35133 ,36439 ,37697 ,38750 ,39537 
173,Slovakia,4538841 ,4575563 ,4615831 ,4659280 ,4705110 ,4752540 ,4801741 ,4852497 ,4903202 ,4951788 ,4996731 ,5037341 ,5073890 ,5106989 ,5137685 ,5166798 ,5194306 ,5219959 ,5244036 ,5266804 ,5288454 ,5309235 ,5329033 ,5347214 ,5362896 ,5375470 ,5384788 ,5391204 ,5395254 ,5397708 ,5399211 ,5400006 ,5400154 ,5399886 ,5399419 ,5398963 ,5398541 ,5398326 ,5398856 ,5400719 ,5404294 ,5409847 ,5417070 ,5425130 ,5432841 ,5439318 ,5444218 
174,Slovenia,1669581 ,1681427 ,1694975 ,1709977 ,1725964 ,1742623 ,1759731 ,1777319 ,1795648 ,1815101 ,1835837 ,1857854 ,1880704 ,1903548 ,1925314 ,1945135 ,1962877 ,1978524 ,1991428 ,2000873 ,2006479 ,2007884 ,2005512 ,2000768 ,1995607 ,1991472 ,1988989 ,1987955 ,1987976 ,1988318 ,1988499 ,1988349 ,1988264 ,1988965 ,1991430 ,1996281 ,2003791 ,2013539 ,2024538 ,2035424 ,2045168 ,2053436 ,2060390 ,2066119 ,2070845 ,2074788 ,2077862 
175,Solomon Islands,160290 ,166212 ,172598 ,179349 ,186332 ,193445 ,200640 ,207937 ,215347 ,222897 ,230607 ,238479 ,246493 ,254596 ,262709 ,270801 ,278838 ,286863 ,294964 ,303253 ,311840 ,320753 ,329953 ,339456 ,349225 ,359225 ,369469 ,379947 ,390643 ,401538 ,412609 ,423853 ,435262 ,446769 ,458324 ,469885 ,481422 ,492940 ,504477 ,516079 ,527790 ,539614 ,551531 ,563513 ,575504 ,587482 ,599419 
176,Somalia,3444553 ,3470324 ,3475022 ,3506008 ,3627504 ,3880320 ,4289469 ,4827362 ,5417740 ,5953615 ,6359126 ,6604872 ,6716448 ,6740220 ,6747932 ,6791716 ,6887372 ,7018109 ,7165295 ,7298417 ,7397347 ,7455936 ,7488544 ,7519811 ,7583954 ,7704894 ,7892389 ,8137475 ,8422372 ,8720231 ,9011479 ,9290823 ,9564167 ,9836397 ,10116228 ,10409925 ,10718317 ,11038596 ,11369276 ,11707990 ,12053223 ,12404725 ,12763776 ,13132349 ,13513125 ,13908129 ,14317996 
177,South Africa,22839451 ,23482813 ,24148137 ,24829693 ,25519604 ,26212405 ,26904349 ,27597297 ,28298150 ,29017049 ,29760471 ,30532954 ,31330259 ,32139708 ,32943584 ,33730148 ,34490419 ,35230249 ,35970537 ,36740883 ,37560525 ,38437855 ,39360225 ,40300161 ,41218901 ,42088165 ,42898520 ,43657024 ,44372112 ,45058775 ,45728315 ,46385006 ,47026173 ,47648727 ,48247395 ,48820586 ,49364582 ,49887181 ,50412129 ,50970818 ,51584663 ,52263516 ,52998213 ,53767396 ,54539571 ,55291225 ,56015473 
178,South Sudan,3647709 ,3734418 ,3824762 ,3918922 ,4017075 ,4119438 ,4224529 ,4332287 ,4445826 ,4569423 ,4705224 ,4853927 ,5011726 ,5170558 ,5319609 ,5450424 ,5565545 ,5666078 ,5741235 ,5777498 ,5768481 ,5705378 ,5599814 ,5490915 ,5431738 ,5459519 ,5591114 ,5814006 ,6099923 ,6405864 ,6700656 ,6974442 ,7237276 ,7501642 ,7787655 ,8108877 ,8468152 ,8856800 ,9263136 ,9670667 ,10067192 ,10448857 ,10818258 ,11177490 ,11530971 ,11882136 ,12230730 
179,Spain,33980276 ,34363917 ,34760522 ,35165557 ,35572476 ,35975317 ,36373100 ,36763529 ,37137704 ,37484749 ,37796795 ,38071262 ,38309711 ,38514061 ,38688120 ,38835884 ,38958074 ,39057213 ,39141605 ,39221740 ,39306102 ,39403200 ,39515511 ,39638635 ,39764562 ,39890498 ,40009324 ,40131560 ,40292642 ,40539723 ,40903711 ,41392103 ,41985520 ,42653406 ,43351668 ,44042632 ,44725532 ,45393858 ,45997806 ,46476072 ,46788630 ,46909138 ,46857404 ,46697553 ,46521827 ,46397664 ,46347576 
180,Sri Lanka,12485756 ,12747842 ,13002275 ,13252087 ,13501986 ,13755161 ,14012817 ,14273272 ,14533376 ,14788607 ,15035856 ,15273391 ,15502515 ,15726802 ,15951422 ,16179796 ,16412711 ,16647945 ,16882189 ,17110713 ,17329713 ,17539633 ,17740637 ,17928576 ,18098348 ,18247121 ,18372120 ,18476505 ,18570701 ,18669103 ,18781938 ,18913054 ,19059300 ,19215307 ,19372538 ,19524558 ,19670151 ,19810789 ,19945832 ,20075086 ,20198353 ,20315017 ,20424555 ,20527233 ,20623564 ,20714040 ,20798492 
181,Saint Vincent and the Grenadines,90452 ,91440 ,92463 ,93517 ,94568 ,95611 ,96641 ,97649 ,98633 ,99590 ,100505 ,101379 ,102204 ,102984 ,103742 ,104477 ,105198 ,105896 ,106536 ,107084 ,107505 ,107814 ,108003 ,108092 ,108129 ,108122 ,108075 ,108004 ,107922 ,107880 ,107898 ,107988 ,108146 ,108350 ,108559 ,108744 ,108907 ,109047 ,109165 ,109253 ,109315 ,109341 ,109328 ,109320 ,109357 ,109455 ,109643 
182,Palestine,1124649 ,1144093 ,1180050 ,1226926 ,1276127 ,1321421 ,1361346 ,1398017 ,1433100 ,1469436 ,1509183 ,1552787 ,1599645 ,1649698 ,1702656 ,1758477 ,1817036 ,1878940 ,1945678 ,2019227 ,2100883 ,2190399 ,2286985 ,2390599 ,2501078 ,2617702 ,2741578 ,2871147 ,2999862 ,3119076 ,3223009 ,3308750 ,3379049 ,3440799 ,3504041 ,3576170 ,3659363 ,3751866 ,3852310 ,3957984 ,4066829 ,4178875 ,4294960 ,4414644 ,4537425 ,4662884 ,4790705 
183,Sudan,10281700 ,10621472 ,10974622 ,11343926 ,11732958 ,12144135 ,12578407 ,13034625 ,13510421 ,14002303 ,14507468 ,15027270 ,15562194 ,16107730 ,16658054 ,17210187 ,17757169 ,18302587 ,18866319 ,19475609 ,20147590 ,20893625 ,21701476 ,22535937 ,23347885 ,24102986 ,24786190 ,25410451 ,26003542 ,26607042 ,27250535 ,27945005 ,28679565 ,29435944 ,30186341 ,30911914 ,31607064 ,32282526 ,32955496 ,33650619 ,34385963 ,35167314 ,35990192 ,36849918 ,37737913 ,38647803 ,39578828 
184,Sudan (Former),13929409 ,14355890 ,14799384 ,15262848 ,15750033 ,16263573 ,16802936 ,17366912 ,17956247 ,18571726 ,19212692 ,19881197 ,20573920 ,21278288 ,21977663 ,22660611 ,23322714 ,23968665 ,24607554 ,25253107 ,25916071 ,26599003 ,27301290 ,28026852 ,28779623 ,29562505 ,30377304 ,31224457 ,32103465 ,33012906 ,33951191 ,34919447 ,35916841 ,36937586 ,37973996 ,39020791 ,40075216 ,41139326 ,42218632 ,43321286 ,44453155 ,,,,,,
185,Suriname,371273 ,372623 ,371324 ,368344 ,365099 ,362654 ,361364 ,361043 ,361457 ,362125 ,362777 ,363325 ,364032 ,365300 ,367660 ,371470 ,376867 ,383654 ,391391 ,399492 ,407472 ,415216 ,422763 ,430039 ,437037 ,443724 ,450036 ,455954 ,461560 ,467003 ,472390 ,477740 ,483044 ,488332 ,493630 ,498946 ,504307 ,509705 ,515148 ,520619 ,526103 ,531589 ,537077 ,542540 ,547928 ,553208 ,558368 
186,Swaziland,445729 ,458605 ,472230 ,486561 ,501512 ,517024 ,533214 ,550118 ,567559 ,585344 ,603372 ,621276 ,639237 ,658320 ,679976 ,705085 ,734243 ,766707 ,800456 ,832682 ,861373 ,885623 ,906034 ,924025 ,941774 ,960792 ,981764 ,1003995 ,1026009 ,1045629 ,1061468 ,1072927 ,1080930 ,1087392 ,1095053 ,1105873 ,1120514 ,1138434 ,1158897 ,1180675 ,1202843 ,1225258 ,1248158 ,1271456 ,1295097 ,1319011 ,1343098 
187,Sweden,8054916 ,8095793 ,8127034 ,8151598 ,8173968 ,8197340 ,8223249 ,8250695 ,8277414 ,8300003 ,8316338 ,8325493 ,8329425 ,8332443 ,8340440 ,8357652 ,8384989 ,8421056 ,8464787 ,8514206 ,8567384 ,8625137 ,8686738 ,8746776 ,8798234 ,8836420 ,8859191 ,8868853 ,8870848 ,8873100 ,8881640 ,8897793 ,8920694 ,8951422 ,8990639 ,9038623 ,9096264 ,9163243 ,9236890 ,9313478 ,9390168 ,9465892 ,9540907 ,9615247 ,9689376 ,9763565 ,9837533 
188,Switzerland,6169358 ,6221635 ,6270121 ,6311478 ,6341062 ,6356185 ,6355230 ,6341181 ,6321535 ,6306539 ,6303610 ,6315881 ,6341548 ,6377095 ,6416705 ,6456224 ,6494086 ,6531889 ,6572266 ,6619155 ,6674890 ,6741069 ,6815376 ,6891600 ,6961263 ,7018525 ,7061173 ,7091765 ,7115127 ,7138464 ,7167250 ,7202685 ,7243914 ,7291893 ,7347247 ,7410308 ,7481407 ,7560358 ,7646113 ,7737161 ,7831971 ,7930421 ,8031670 ,8132674 ,8229629 ,8319769 ,8401739 
189,Syria,6350541 ,6570857 ,6800141 ,7037851 ,7283177 ,7535714 ,7794662 ,8060649 ,8336418 ,8625690 ,8930774 ,9252851 ,9590227 ,9938847 ,10293049 ,10648632 ,11004272 ,11360852 ,11719071 ,12080444 ,12446171 ,12815219 ,13187085 ,13564167 ,13949697 ,14345492 ,14755286 ,15177456 ,15602210 ,16016092 ,16410848 ,16766899 ,17087901 ,17415266 ,17806638 ,18294611 ,18914977 ,19632806 ,20325443 ,20824893 ,21018834 ,20863993 ,20420701 ,19809141 ,19203090 ,18734987 ,18430453 
190,Tajikistan,2930079 ,3020391 ,3111264 ,3203019 ,3296095 ,3390935 ,3487644 ,3586499 ,3688385 ,3794420 ,3905413 ,4020778 ,4140258 ,4265247 ,4397525 ,4537789 ,4687283 ,4843951 ,5001110 ,5149803 ,5283728 ,5400714 ,5502976 ,5594114 ,5679832 ,5764712 ,5849540 ,5934282 ,6021691 ,6114886 ,6216205 ,6327125 ,6447688 ,6576877 ,6712841 ,6854176 ,7000557 ,7152385 ,7309728 ,7472819 ,7641630 ,7815949 ,7995062 ,8177809 ,8362745 ,8548651 ,8734951 
191,Macedonia,1720800 ,1739521 ,1754956 ,1768992 ,1784398 ,1803010 ,1825552 ,1851069 ,1877688 ,1902719 ,1924197 ,1941530 ,1955243 ,1965895 ,1974415 ,1981534 ,1987538 ,1992274 ,1995513 ,1996870 ,1996228 ,1993302 ,1988659 ,1984028 ,1981703 ,1983252 ,1989443 ,1999599 ,2012057 ,2024394 ,2034819 ,2042842 ,2048928 ,2053426 ,2057047 ,2060272 ,2063145 ,2065458 ,2067378 ,2069093 ,2070739 ,2072383 ,2074036 ,2075739 ,2077495 ,2079308 ,2081206 
192,Thailand,36884913 ,37964925 ,39061994 ,40164966 ,41259536 ,42334954 ,43386841 ,44416010 ,45423436 ,46412307 ,47385323 ,48337503 ,49267560 ,50186199 ,51108082 ,52041469 ,52996467 ,53964406 ,54912334 ,55795106 ,56582821 ,57258401 ,57837878 ,58364891 ,58901666 ,59491790 ,60151472 ,60863506 ,61597283 ,62306651 ,62958021 ,63543322 ,64073164 ,64554952 ,65002231 ,65425470 ,65824164 ,66195615 ,66545760 ,66881867 ,67208808 ,67530130 ,67843979 ,68143065 ,68416772 ,68657600 ,68863514 
193,Timor-Leste,,,,,,,,,,,,,,,,,,,,,751933 ,777011 ,805435 ,833611 ,856684 ,871447 ,875916 ,871994 ,865194 ,863269 ,871607 ,892531 ,923825 ,960852 ,996698 ,1026484 ,1048621 ,1064973 ,1078110 ,1092021 ,1109591 ,1131523 ,1156760 ,1184366 ,1212814 ,1240977 ,1268671 
194,Togo,2115522 ,2185662 ,2247582 ,2303345 ,2356622 ,2410446 ,2464455 ,2518566 ,2576469 ,2642846 ,2720839 ,2812039 ,2915066 ,3026238 ,3140237 ,3252994 ,3364020 ,3474080 ,3581928 ,3686373 ,3786940 ,3882271 ,3973327 ,4064926 ,4163642 ,4274024 ,4398238 ,4534551 ,4679023 ,4825704 ,4970367 ,5111770 ,5251472 ,5391401 ,5534598 ,5683268 ,5837792 ,5997385 ,6161796 ,6330472 ,6502952 ,6679282 ,6859482 ,7042948 ,7228915 ,7416802 ,7606374 
195,Tonga,84369 ,85518 ,86347 ,86988 ,87609 ,88348 ,89254 ,90295 ,91364 ,92300 ,93007 ,93453 ,93681 ,93774 ,93842 ,93953 ,94145 ,94384 ,94667 ,94929 ,95153 ,95333 ,95496 ,95644 ,95833 ,96076 ,96369 ,96725 ,97135 ,97591 ,98082 ,98611 ,99184 ,99789 ,100406 ,101041 ,101689 ,102357 ,103005 ,103604 ,104137 ,104577 ,104951 ,105328 ,105782 ,106364 ,107122 
196,Trinidad and Tobago,945993 ,956366 ,968741 ,982592 ,997053 ,1011490 ,1025658 ,1039761 ,1054116 ,1069202 ,1085308 ,1102556 ,1120611 ,1138676 ,1155695 ,1170928 ,1184051 ,1195247 ,1204893 ,1213624 ,1221900 ,1229907 ,1237487 ,1244407 ,1250318 ,1255001 ,1258364 ,1260678 ,1262542 ,1264775 ,1267984 ,1272380 ,1277837 ,1284052 ,1290535 ,1296934 ,1303144 ,1309260 ,1315372 ,1321618 ,1328100 ,1334788 ,1341588 ,1348248 ,1354493 ,1360092 ,1364962 
197,Tunisia,5060397 ,5172691 ,5287543 ,5405355 ,5526764 ,5652476 ,5781796 ,5915006 ,6054911 ,6205212 ,6368167 ,6545024 ,6733961 ,6930387 ,7127941 ,7321876 ,7509756 ,7692254 ,7871459 ,8050932 ,8232797 ,8417684 ,8603225 ,8784888 ,8956596 ,9113975 ,9256037 ,9384152 ,9499395 ,9603742 ,9699197 ,9785701 ,9864326 ,9939678 ,10017601 ,10102482 ,10196136 ,10298087 ,10407336 ,10521834 ,10639931 ,10761467 ,10886668 ,11014558 ,11143908 ,11273661 ,11403248 
